,Cities,Countries
24223,Dudenhofen,Tyskland
24224,Dudeldorf,Tyskland
24225,Ducherow,Tyskland
24226,Drübeck,Tyskland
24227,Droyßig,Tyskland
24228,Drolshagen,Tyskland
24229,Drochtersen,Tyskland
24230,Driedorf,Tyskland
24231,Dresden,Tyskland
24232,Drentwede,Tyskland
24233,Drensteinfurt,Tyskland
24234,Drelsdorf,Tyskland
24235,Dreisen,Tyskland
24236,Dreis,Tyskland
24237,Dreierwalde,Tyskland
24238,Dreieich,Tyskland
24239,Dreetz,Tyskland
24240,Drebkau,Tyskland
24241,Drebach,Tyskland
24242,Dranske,Tyskland
24243,Dransfeld,Tyskland
24244,Drangstedt,Tyskland
24245,Drakenburg,Tyskland
24246,Drage,Tyskland
24247,Drachselsried,Tyskland
24248,Dotternhausen,Tyskland
24249,Dötlingen,Tyskland
24250,Dossenheim,Tyskland
24251,Dörzbach,Tyskland
24252,Dörverden,Tyskland
24253,Dorum,Tyskland
24254,Dortmund,Tyskland
24255,Dorsten,Tyskland
24256,Dörrenbach,Tyskland
24257,Dörpen,Tyskland
24258,Dornum,Tyskland
24259,Dornstetten,Tyskland
24260,Dornstadt,Tyskland
24261,Dornhan,Tyskland
24262,Dorndorf,Tyskland
24263,Dormitz,Tyskland
24264,Dormettingen,Tyskland
24265,Dormagen,Tyskland
24266,Dorfprozelten,Tyskland
24267,Dorfhain,Tyskland
24268,Dorfen,Tyskland
24269,Dorfchemnitz,Tyskland
24270,Dörentrup,Tyskland
24271,Donzdorf,Tyskland
24272,Donnersdorf,Tyskland
24273,Donauwörth,Tyskland
24274,Donaustauf,Tyskland
24275,Donaueschingen,Tyskland
24276,Domsühl,Tyskland
24277,Dommitzsch,Tyskland
24278,Dommershausen,Tyskland
24279,Dömitz,Tyskland
24280,Domersleben,Tyskland
24281,Dombühl,Tyskland
24282,Döllstädt,Tyskland
24283,Döllnitz,Tyskland
24284,Dollerup,Tyskland
24285,Dollern,Tyskland
24286,Dollbergen,Tyskland
24287,Dölbau,Tyskland
24288,Dohna,Tyskland
24289,Dohma,Tyskland
24290,Döhlau,Tyskland
24291,Dogern,Tyskland
24292,Dobien,Tyskland
24293,Dobersdorf,Tyskland
24294,Doberschütz,Tyskland
24295,Döbernitz,Tyskland
24296,Doberlug-Kirchhain,Tyskland
24297,Döbeln,Tyskland
24298,Dobel,Tyskland
24299,Dobbertin,Tyskland
24300,Ditzingen,Tyskland
24301,Dittenheim,Tyskland
24302,Dittelbrunn,Tyskland
24303,Ditfurt,Tyskland
24304,Dissen,Tyskland
24305,Dischingen,Tyskland
24306,Dirmstein,Tyskland
24307,Dirlewang,Tyskland
24308,Dippoldiswalde,Tyskland
24309,Dipperz,Tyskland
24310,Dippach,Tyskland
24311,Dinslaken,Tyskland
24312,Dinklage,Tyskland
24313,Dinkelscherben,Tyskland
24314,Dinkelsbühl,Tyskland
24315,Dingolshausen,Tyskland
24316,Dingolfing,Tyskland
24317,Dingelstädt,Tyskland
24318,Dillingen an der Donau,Tyskland
24319,Dillingen,Tyskland
24320,Dillenburg,Tyskland
24321,Diez,Tyskland
24322,Dietzenbach,Tyskland
24323,Dietramszell,Tyskland
24324,Dietmannsried,Tyskland
24325,Dietingen,Tyskland
24326,Dietfurt,Tyskland
24327,Dieterskirchen,Tyskland
24328,Dietersheim,Tyskland
24329,Dietersburg,Tyskland
24330,Dietenhofen,Tyskland
24331,Dietenheim,Tyskland
24332,Dießen am Ammersee,Tyskland
24333,Diespeck,Tyskland
24334,Dieskau,Tyskland
24335,Diesdorf,Tyskland
24336,Dierdorf,Tyskland
24337,Diepholz,Tyskland
24338,Dienheim,Tyskland
24339,Dielheim,Tyskland
24340,Diekholzen,Tyskland
24341,Diedorf,Tyskland
24342,Dieburg,Tyskland
24343,Dieblich,Tyskland
24344,Diebach,Tyskland
24345,Didderse,Tyskland
24346,Dexheim,Tyskland
24347,Deutzen,Tyskland
24348,Deutz,Tyskland
24349,Deutsch Evern,Tyskland
24350,Deuna,Tyskland
24351,Deuerling,Tyskland
24352,Deuben,Tyskland
24353,Dettum,Tyskland
24354,Dettingen unter Teck,Tyskland
24355,Dettingen an der Erms,Tyskland
24356,Dettingen,Tyskland
24357,Dettighofen,Tyskland
24358,Dettenhausen,Tyskland
24359,Dettelbach,Tyskland
24360,Detmold,Tyskland
24361,Detmerode,Tyskland
24362,Detern,Tyskland
24363,Dessau,Tyskland
24364,Dersum,Tyskland
24365,Dersekow,Tyskland
24366,Derschen,Tyskland
24367,Dernbach,Tyskland
24368,Dernbach,Tyskland
24369,Dernau,Tyskland
24370,Dermbach,Tyskland
24371,Derenburg,Tyskland
24372,Denzlingen,Tyskland
24373,Dentlein am Forst,Tyskland
24374,Dennheritz,Tyskland
24375,Denklingen,Tyskland
24376,Denkingen,Tyskland
24377,Denkendorf,Tyskland
24378,Demmin,Tyskland
24379,Demitz-Thumitz,Tyskland
24380,Demen,Tyskland
24381,Delmenhorst,Tyskland
24382,Delligsen,Tyskland
24383,Dellfeld,Tyskland
24384,Delitzsch,Tyskland
24385,Delingsdorf,Tyskland
24386,Delbrück,Tyskland
24387,Deizisau,Tyskland
24388,Deißlingen,Tyskland
24389,Deisenhausen,Tyskland
24390,Deinste,Tyskland
24391,Deiningen,Tyskland
24392,Deining,Tyskland
24393,Deilingen,Tyskland
24394,Deidesheim,Tyskland
24395,Dehrn,Tyskland
24396,Deggingen,Tyskland
24397,Deggendorf,Tyskland
24398,Deensen,Tyskland
24399,Dedelstorf,Tyskland
24400,Deckenpfronn,Tyskland
24401,Dausenau,Tyskland
24402,Daun,Tyskland
24403,Dauchingen,Tyskland
24404,Dattenberg,Tyskland
24405,Datteln,Tyskland
24406,Dassow,Tyskland
24407,Dassendorf,Tyskland
24408,Dassel,Tyskland
24409,Dasing,Tyskland
24410,Darmstadt,Tyskland
24411,Darlingerode,Tyskland
24412,Dargun,Tyskland
24413,Dannewerk,Tyskland
24414,Dannenberg,Tyskland
24415,Danndorf,Tyskland
24416,Dankmarshausen,Tyskland
24417,Dänischenhagen,Tyskland
24418,Damp,Tyskland
24419,Damme,Tyskland
24420,Dalheim,Tyskland
24421,Daisendorf,Tyskland
24422,Dahn,Tyskland
24423,Dahme,Tyskland
24424,Dahme,Tyskland
24425,Dahlenwarsleben,Tyskland
24426,Dahlenburg,Tyskland
24427,Dahlen,Tyskland
24428,Dahlem,Tyskland
24429,Dahlem,Tyskland
24430,Dägeling,Tyskland
24431,Dachwig,Tyskland
24432,Dachsenhausen,Tyskland
24433,Dachau,Tyskland
24434,Dabel,Tyskland
24435,Daaden,Tyskland
24436,Cuxhaven,Tyskland
24437,Cunewalde,Tyskland
24438,Crottendorf,Tyskland
24439,Crostwitz,Tyskland
24440,Crostau,Tyskland
24441,Crivitz,Tyskland
24442,Crinitz,Tyskland
24443,Crimmitschau,Tyskland
24444,Creuzburg,Tyskland
24445,Creußen,Tyskland
24446,Cremlingen,Tyskland
24447,Creglingen,Tyskland
24448,Crawinkel,Tyskland
24449,Crailsheim,Tyskland
24450,Cottbus,Tyskland
24451,Coswig,Tyskland
24452,Coswig,Tyskland
24453,Cornberg,Tyskland
24454,Coppenbrügge,Tyskland
24455,Contwig,Tyskland
24456,Colmberg,Tyskland
24457,Colditz,Tyskland
24458,Colbitz,Tyskland
24459,Cölbe,Tyskland
24460,Coesfeld,Tyskland
24461,Cochstedt,Tyskland
24462,Cochem,Tyskland
24463,Coburg,Tyskland
24464,Cloppenburg,Tyskland
24465,Clingen,Tyskland
24466,Clenze,Tyskland
24467,Cleebronn,Tyskland
24468,Clausthal-Zellerfeld,Tyskland
24469,Claußnitz,Tyskland
24470,Clausen,Tyskland
24471,Chorin,Tyskland
24472,Chieming,Tyskland
24473,Chemnitz,Tyskland
24474,Charlottenburg,Tyskland
24475,Chamerau,Tyskland
24476,Cham,Tyskland
24477,Celle,Tyskland
24478,Cavertitz,Tyskland
24479,Castrop-Rauxel,Tyskland
24480,Casekow,Tyskland
24481,Carpin,Tyskland
24482,Carlsberg,Tyskland
24483,Carlow,Tyskland
24484,Cappeln,Tyskland
24485,Camburg,Tyskland
24486,Bad Camberg,Tyskland
24487,Calw,Tyskland
24488,Calvörde,Tyskland
24489,Callenberg,Tyskland
24490,Calden,Tyskland
24491,Calberlah,Tyskland
24492,Calbe,Tyskland
24493,Calau,Tyskland
24494,Cadolzburg,Tyskland
24495,Cadenberge,Tyskland
24496,Buxtehude,Tyskland
24497,Buxheim,Tyskland
24498,Bützow,Tyskland
24499,Butzbach,Tyskland
24500,Büttstedt,Tyskland
24501,Buttstädt,Tyskland
24502,Buttlar,Tyskland
24503,Bütthard,Tyskland
24504,Buttenwiesen,Tyskland
24505,Buttenheim,Tyskland
24506,Buttelstedt,Tyskland
24507,Büttelborn,Tyskland
24508,Büsum,Tyskland
24509,Büsingen,Tyskland
24510,Busenberg,Tyskland
24511,Busdorf,Tyskland
24512,Burtenbach,Tyskland
24513,Bürstadt,Tyskland
24514,Burscheid,Tyskland
24515,Burow,Tyskland
24516,Burladingen,Tyskland
24517,Burkhardtsdorf,Tyskland
24518,Burkau,Tyskland
24519,Burkardroth,Tyskland
24520,Burk,Tyskland
24521,Burgwindheim,Tyskland
24522,Burgwerben,Tyskland
24523,Burgthann,Tyskland
24524,Burg Stargard,Tyskland
24525,Burgstädt,Tyskland
24526,Bürgstadt,Tyskland
24527,Burgsolms,Tyskland
24528,Burgsinn,Tyskland
24529,Burgschwalbach,Tyskland
24530,Burgsalach,Tyskland
24531,Burgrieden,Tyskland
24532,Burgpreppach,Tyskland
24533,Burgoberbach,Tyskland
24534,Burglengenfeld,Tyskland
24535,Burglauer,Tyskland
24536,Burgkunstadt,Tyskland
24537,Burgkirchen an der Alz,Tyskland
24538,Burgheim,Tyskland
24539,Burghausen,Tyskland
24540,Burghaun,Tyskland
24541,Burghaslach,Tyskland
24542,Burggen,Tyskland
24543,Bürgel,Tyskland
24544,Burgebrach,Tyskland
24545,Burgdorf,Tyskland
24546,Burgbrohl,Tyskland
24547,Burgbernheim,Tyskland
24548,Burgberg,Tyskland
24549,Burgau,Tyskland
24550,Burg auf Fehmarn,Tyskland
24551,Burg,Tyskland
24552,Burg bei Magdeburg,Tyskland
24553,Burg,Tyskland
24554,Büren,Tyskland
24555,Burbach,Tyskland
24556,Bundenthal,Tyskland
24557,Bundenbach,Tyskland
24558,Bunde,Tyskland
24559,Bünde,Tyskland
24560,Bullay,Tyskland
24561,Bühren,Tyskland
24562,Bühlerzell,Tyskland
24563,Bühlertann,Tyskland
24564,Bühlertal,Tyskland
24565,Bühl,Tyskland
24566,Buggingen,Tyskland
24567,Bufleben,Tyskland
24568,Büdingen,Tyskland
24569,Budenheim,Tyskland
24570,Büdelsdorf,Tyskland
24571,Buckow,Tyskland
24572,Buckow,Tyskland
24573,Buckenhof,Tyskland
24574,Bücken,Tyskland
24575,Bückeburg,Tyskland
24576,Buchloe,Tyskland
24577,Büchlberg,Tyskland
24578,Buchholz in der Nordheide,Tyskland
24579,Französisch Buchholz,Tyskland
24580,Buchholz,Tyskland
24581,Buchholz,Tyskland
24582,Buchheim,Tyskland
24583,Büchenbeuren,Tyskland
24584,Buchenberg,Tyskland
24585,Büchenbach,Tyskland
24586,Buchenbach,Tyskland
24587,Büchen,Tyskland
24588,Buchen,Tyskland
24589,Büchel,Tyskland
24590,Buchdorf,Tyskland
24591,Buchbrunn,Tyskland
24592,Buchbach,Tyskland
24593,Buch am Buchrain,Tyskland
24594,Buch am Ahorn,Tyskland
24595,Bucha,Tyskland
24596,Buch,Tyskland
24597,Buch,Tyskland
24598,Buch,Tyskland
24599,Bubsheim,Tyskland
24600,Bubesheim,Tyskland
24601,Bubenreuth,Tyskland
24602,Brüssow,Tyskland
24603,Brüsewitz,Tyskland
24604,Brunsbüttel,Tyskland
24605,Brunnthal,Tyskland
24606,Brunnen,Tyskland
24607,Brunn,Tyskland
24608,Brunn,Tyskland
24609,Brumby,Tyskland
24610,Brühl,Tyskland
24611,Brühl,Tyskland
24612,Brüggen,Tyskland
24613,Brüggen,Tyskland
24614,Brügge,Tyskland
24615,Brüel,Tyskland
24616,Bruckmühl,Tyskland
24617,Bruck in der Oberpfalz,Tyskland
24618,Brücken,Tyskland
24619,Brücken,Tyskland
24620,Bruckberg,Tyskland
24621,Bruckberg,Tyskland
24622,Brück,Tyskland
24623,Bruck,Tyskland
24624,Bruchweiler-Bärenbach,Tyskland
24625,Bruchsal,Tyskland
24626,Bruchköbel,Tyskland
24627,Bruchhausen-Vilsen,Tyskland
24628,Brotterode,Tyskland
24629,Bromskirchen,Tyskland
24630,Brome,Tyskland
24631,Brokstedt,Tyskland
24632,Brokdorf,Tyskland
24633,Broderstorf,Tyskland
24634,Brockum,Tyskland
24635,Brockel,Tyskland
24636,Britz,Tyskland
24637,Britz,Tyskland
24638,Britten,Tyskland
24639,Brilon,Tyskland
24640,Brietlingen,Tyskland
24641,Brieskow-Finkenheerd,Tyskland
24642,Briesen,Tyskland
24643,Brieselang,Tyskland
24644,Briedel,Tyskland
24645,Brey,Tyskland
24646,Breuna,Tyskland
24647,Bretzfeld,Tyskland
24648,Bretzenheim,Tyskland
24649,Bretten,Tyskland
24650,Brensbach,Tyskland
24651,Brennberg,Tyskland
24652,Bremervörde,Tyskland
24653,Bremerhaven,Tyskland
24654,Bremen,Tyskland
24655,Breklum,Tyskland
24656,Brekendorf,Tyskland
24657,Breitungen,Tyskland
24658,Breitscheidt,Tyskland
24659,Breitscheid,Tyskland
24660,Breitnau,Tyskland
24661,Breitenworbis,Tyskland
24662,Breitenthal,Tyskland
24663,Breitengüßbach,Tyskland
24664,Breitenfelde,Tyskland
24665,Breitenburg,Tyskland
24666,Breitenbrunn,Tyskland
24667,Breitenbrunn,Tyskland
24668,Breitenbrunn,Tyskland
24669,Breitenberg,Tyskland
24670,Breitenbach,Tyskland
24671,Breitenbach,Tyskland
24672,Breitbrunn,Tyskland
24673,Breitbrunn,Tyskland
24674,Breisach am Rhein,Tyskland
24675,Breiholz,Tyskland
24676,Breidenbach,Tyskland
24677,Brehna,Tyskland
24678,Brehme,Tyskland
24679,Breese,Tyskland
24680,Bredstedt,Tyskland
24681,Bredenbek,Tyskland
24682,Breddorf,Tyskland
24683,Breddin,Tyskland
24684,Breckerfeld,Tyskland
24685,Braunschweig,Tyskland
24686,Braunsbedra,Tyskland
24687,Braunsbach,Tyskland
24688,Bräunlingen,Tyskland
24689,Braunlage,Tyskland
24690,Braunfels,Tyskland
24691,Brauneberg,Tyskland
24692,Braubach,Tyskland
24693,Braschwitz,Tyskland
24694,Brannenburg,Tyskland
24695,Brandshagen,Tyskland
24696,Brandis,Tyskland
24697,Brand-Erbisdorf,Tyskland
24698,Brandenburg an der Havel,Tyskland
24699,Brande-Hörnerkirchen,Tyskland
24700,Brand,Tyskland
24701,Bramstedt,Tyskland
24702,Bramsche,Tyskland
24703,Brakel,Tyskland
24704,Brake (Unterweser),Tyskland
24705,Brahmenau,Tyskland
24706,Brackenheim,Tyskland
24707,Brackel,Tyskland
24708,Brachbach,Tyskland
24709,Boxberg,Tyskland
24710,Boxberg,Tyskland
24711,Bovenden,Tyskland
24712,Bovenau,Tyskland
24713,Bous,Tyskland
24714,Bötzingen,Tyskland
24715,Bottrop,Tyskland
24716,Böttingen,Tyskland
24717,Bothel,Tyskland
24718,Bötersen,Tyskland
24719,Bösingen,Tyskland
24720,Bösenbrunn,Tyskland
24721,Bösel,Tyskland
24722,Bösdorf,Tyskland
24723,Bosau,Tyskland
24724,Börtlingen,Tyskland
24725,Borstendorf,Tyskland
24726,Borstel-Hohenraden,Tyskland
24727,Borstel,Tyskland
24728,Börßum,Tyskland
24729,Borsdorf,Tyskland
24730,Borrentin,Tyskland
24731,Börnsen,Tyskland
24732,Börnichen,Tyskland
24733,Bornich,Tyskland
24734,Bornhöved,Tyskland
24735,Bornheim,Tyskland
24736,Bornheim,Tyskland
24737,Borne,Tyskland
24738,Borna,Tyskland
24739,Born,Tyskland
24740,Borkwalde,Tyskland
24741,Borkum,Tyskland
24742,Borkheide,Tyskland
24743,Borken,Tyskland
24744,Borken,Tyskland
24745,Borgstedt,Tyskland
24746,Borgholzhausen,Tyskland
24747,Borgfelde,Tyskland
24748,Börger,Tyskland
24749,Borgentreich,Tyskland
24750,Bordesholm,Tyskland
24751,Boppard,Tyskland
24752,Bopfingen,Tyskland
24753,Boostedt,Tyskland
24754,Boos,Tyskland
24755,Bonstetten,Tyskland
24756,Bönningstedt,Tyskland
24757,Bönnigheim,Tyskland
24758,Bonndorf im Schwarzwald,Tyskland
24759,Bonn,Tyskland
24760,Bönen,Tyskland
24761,Bonefeld,Tyskland
24762,Bönebüttel,Tyskland
24763,Bondorf,Tyskland
24764,Bomlitz,Tyskland
24765,Bolsterlang,Tyskland
24766,Bollschweil,Tyskland
24767,Bollingstedt,Tyskland
24768,Bollendorf,Tyskland
24769,Boll,Tyskland
24770,Bolheim,Tyskland
24771,Bolanden,Tyskland
24772,Bokholt-Hanredder,Tyskland
24773,Bokel,Tyskland
24774,Boizenburg,Tyskland
24775,Bohnsdorf,Tyskland
24776,Bohmte,Tyskland
24777,Böhmenkirch,Tyskland
24778,Böhlen,Tyskland
24779,Bogenhausen,Tyskland
24780,Bogen,Tyskland
24781,Boffzen,Tyskland
24782,Bodolz,Tyskland
24783,Bodnegg,Tyskland
24784,Bodenwöhr,Tyskland
24785,Bodenwerder,Tyskland
24786,Bodenmais,Tyskland
24787,Bodenkirchen,Tyskland
24788,Bodenheim,Tyskland
24789,Bodenfelde,Tyskland
24790,Bodelshausen,Tyskland
24791,Bockhorst,Tyskland
24792,Bockhorn,Tyskland
24793,Bockhorn,Tyskland
24794,Bockenheim,Tyskland
24795,Bockenem,Tyskland
24796,Bockenau,Tyskland
24797,Bockelwitz,Tyskland
24798,Bockau,Tyskland
24799,Bochum,Tyskland
24800,Bocholt,Tyskland
24801,Böbrach,Tyskland
24802,Böblingen,Tyskland
24803,Bobitz,Tyskland
24804,Bobingen,Tyskland
24805,Böbing,Tyskland
24806,Bobenheim-Roxheim,Tyskland
24807,Bobbau,Tyskland
24808,Blumberg,Tyskland
24809,Blowatz,Tyskland
24810,Blomberg,Tyskland
24811,Blomberg,Tyskland
24812,Blindheim,Tyskland
24813,Blieskastel,Tyskland
24814,Bliesdorf,Tyskland
24815,Bliedersdorf,Tyskland
24816,Blender,Tyskland
24817,Blekendorf,Tyskland
24818,Bleicherode,Tyskland
24819,Bleialf,Tyskland
24820,Bleckede,Tyskland
24821,Blaufelden,Tyskland
24822,Blaubeuren,Tyskland
24823,Blankensee,Tyskland
24824,Blankenrath,Tyskland
24825,Blankenheim,Tyskland
24826,Blankenheim,Tyskland
24827,Blankenhain,Tyskland
24828,Blankenfelde,Tyskland
24829,Blankenburg,Tyskland
24830,Blankenburg,Tyskland
24831,Blaichach,Tyskland
24832,Blaibach,Tyskland
24833,Bitz,Tyskland
24834,Bitterfeld-Wolfen,Tyskland
24835,Bitburg,Tyskland
24836,Bissingen an der Teck,Tyskland
24837,Bissingen,Tyskland
24838,Bissendorf,Tyskland
24839,Bispingen,Tyskland
24840,Bismark,Tyskland
24841,Bisingen,Tyskland
24842,Bischweier,Tyskland
24843,Bischofswiesen,Tyskland
24844,Bischofswerda,Tyskland
24845,Bischofsmais,Tyskland
24846,Bischofsheim an der Rhön,Tyskland
24847,Bischofsheim,Tyskland
24848,Bischofsgrün,Tyskland
24849,Bischofferode,Tyskland
24850,Bischoffen,Tyskland
24851,Bischbrunn,Tyskland
24852,Bischberg,Tyskland
24853,Birstein,Tyskland
24854,Birresborn,Tyskland
24855,Bad Birnbach,Tyskland
24856,Birlenbach,Tyskland
24857,Birkenwerder,Tyskland
24858,Birkenheide,Tyskland
24859,Birkenfeld,Tyskland
24860,Birkenfeld,Tyskland
24861,Birkenfeld,Tyskland
24862,Birkenau,Tyskland
24863,Birgte,Tyskland
24864,Birenbach,Tyskland
24865,Bippen,Tyskland
24866,Binzen,Tyskland
24867,Binswangen,Tyskland
24868,Binsfeld,Tyskland
24869,Binnen,Tyskland
24870,Bingen am Rhein,Tyskland
24871,Bingen,Tyskland
24872,Bindlach,Tyskland
24873,Binau,Tyskland
24874,Bilshausen,Tyskland
24875,Billigheim,Tyskland
24876,Billerbeck,Tyskland
24877,Bietigheim-Bissingen,Tyskland
24878,Bietigheim,Tyskland
24879,Biessenhofen,Tyskland
24880,Biesenthal,Tyskland
24881,Biesdorf,Tyskland
24882,Biere,Tyskland
24883,Bienenbüttel,Tyskland
24884,Biendorf,Tyskland
24885,Bielefeld,Tyskland
24886,Biederitz,Tyskland
24887,Biedenkopf,Tyskland
24888,Biebesheim,Tyskland
24889,Biebelried,Tyskland
24890,Bidingen,Tyskland
24891,Bickenbach,Tyskland
24892,Bichl,Tyskland
24893,Biburg,Tyskland
24894,Biblis,Tyskland
24895,Biberbach,Tyskland
24896,Biberach an der Riß,Tyskland
24897,Biberach,Tyskland
24898,Bexbach,Tyskland
24899,Beverungen,Tyskland
24900,Beverstedt,Tyskland
24901,Bevern,Tyskland
24902,Bad Bevensen,Tyskland
24903,Bevenrode,Tyskland
24904,Beutelsbach,Tyskland
24905,Beuren,Tyskland
24906,Beuna,Tyskland
24907,Beuern,Tyskland
24908,Betzigau,Tyskland
24909,Betzendorf,Tyskland
24910,Betzdorf,Tyskland
24911,Bettingen,Tyskland
24912,Betheln,Tyskland
24913,Bestwig,Tyskland
24914,Bestensee,Tyskland
24915,Besigheim,Tyskland
24916,Berumbur,Tyskland
24917,Berthelsdorf,Tyskland
24918,Berstadt,Tyskland
24919,Bersenbrück,Tyskland
24920,Bernstadt,Tyskland
24921,Bernstadt,Tyskland
24922,Bernsdorf,Tyskland
24923,Bernsdorf,Tyskland
24924,Bernsbach,Tyskland
24925,Bernried,Tyskland
24926,Bernkastel-Kues,Tyskland
24927,Bernitt,Tyskland
24928,Bernhardswald,Tyskland
24929,Berngau,Tyskland
24930,Bernburg,Tyskland
24931,Bernbeuren,Tyskland
24932,Bernau am Chiemsee,Tyskland
24933,Bernau bei Berlin,Tyskland
24934,Bernau,Tyskland
24935,Bermatingen,Tyskland
24936,Berlstedt,Tyskland
24937,Berlingerode,Tyskland
24938,Berlin,Tyskland
24939,Berkheim,Tyskland
24940,Berkenthin,Tyskland
24941,Berkenbrück,Tyskland
24942,Bergwitz,Tyskland
24943,Bergtheim,Tyskland
24944,Bergstedt,Tyskland
24945,Bergrheinfeld,Tyskland
24946,Bergneustadt,Tyskland
24947,Berglern,Tyskland
24948,Bergkirchen,Tyskland
24949,Bergkamen,Tyskland
24950,Bergisch Gladbach,Tyskland
24951,Berg im Gau,Tyskland
24952,Berghülen,Tyskland
24953,Bergheim,Tyskland
24954,Berghaupten,Tyskland
24955,Bergen auf Rügen,Tyskland
24956,Bergen an der Dumme,Tyskland
24957,Bergen,Tyskland
24958,Bergen,Tyskland
24959,Bergen,Tyskland
24960,Bergen,Tyskland
24961,Berge,Tyskland
24962,Bergatreute,Tyskland
24963,Berga,Tyskland
24964,Berga,Tyskland
24965,Berg,Tyskland
24966,Berg,Tyskland
24967,Berg,Tyskland
24968,Berg,Tyskland
24969,Berchtesgaden,Tyskland
24970,Berching,Tyskland
24971,Beratzhausen,Tyskland
24972,Bentzin,Tyskland
24973,Bentwisch,Tyskland
24974,Bensheim,Tyskland
24975,Benshausen,Tyskland
24976,Bennungen,Tyskland
24977,Bennstedt,Tyskland
24978,Benningen am Neckar,Tyskland
24979,Benningen,Tyskland
24980,Bennewitz,Tyskland
24981,Benneckenstein,Tyskland
24982,Benndorf,Tyskland
24983,Benediktbeuern,Tyskland
24984,Bendorf,Tyskland
24985,Bendestorf,Tyskland
24986,Bempflingen,Tyskland
24987,Bad Belzig,Tyskland
24988,Beltheim,Tyskland
24989,Belm,Tyskland
24990,Bellheim,Tyskland
24991,Bellenberg,Tyskland
24992,Belleben,Tyskland
24993,Bell,Tyskland
24994,Bell,Tyskland
24995,Belgershain,Tyskland
24996,Belgern,Tyskland
24997,Beindersheim,Tyskland
24998,Beimerstetten,Tyskland
24999,Beilstein,Tyskland
25000,Beilrode,Tyskland
25001,Beiersdorf,Tyskland
25002,Beierfeld,Tyskland
25003,Bei der Höhne,Tyskland
25004,Behringen,Tyskland
25005,Beetzendorf,Tyskland
25006,Beesten,Tyskland
25007,Beeskow,Tyskland
25008,Beesenstedt,Tyskland
25009,Beesenlaublingen,Tyskland
25010,Beerfelden,Tyskland
25011,Beelitz,Tyskland
25012,Beelen,Tyskland
25013,Beedenbostel,Tyskland
25014,Bedburg,Tyskland
25015,Beckum,Tyskland
25016,Beckingen,Tyskland
25017,Beckedorf,Tyskland
25018,Beckdorf,Tyskland
25019,Bechtsrieth,Tyskland
25020,Bechtolsheim,Tyskland
25021,Bechtheim,Tyskland
25022,Bechhofen,Tyskland
25023,Bebra,Tyskland
25024,Bayrischzell,Tyskland
25025,Bayreuth,Tyskland
25026,Bayerisch Gmain,Tyskland
25027,Bayerisch Eisenstein,Tyskland
25028,Bayerbach,Tyskland
25029,Bayerbach,Tyskland
25030,Bayenthal,Tyskland
25031,Bawinkel,Tyskland
25032,Bautzen,Tyskland
25033,Bausendorf,Tyskland
25034,Baunatal,Tyskland
25035,Baunach,Tyskland
25036,Baumschulenweg,Tyskland
25037,Baumholder,Tyskland
25038,Baudenbach,Tyskland
25039,Battenberg,Tyskland
25040,Bastorf,Tyskland
25041,Bastheim,Tyskland
25042,Bassum,Tyskland
25043,Bassenheim,Tyskland
25044,Basdahl,Tyskland
25045,Barwedel,Tyskland
25046,Barver,Tyskland
25047,Baruth,Tyskland
25048,Barum,Tyskland
25049,Bartholomä,Tyskland
25050,Barth,Tyskland
25051,Barßel,Tyskland
25052,Barsinghausen,Tyskland
25053,Barsbüttel,Tyskland
25054,Barntrup,Tyskland
25055,Barnstorf,Tyskland
25056,Barnstädt,Tyskland
25057,Bärnau,Tyskland
25058,Barmstedt,Tyskland
25059,Barleben,Tyskland
25060,Barkelsby,Tyskland
25061,Bark,Tyskland
25062,Bargteheide,Tyskland
25063,Bargstedt,Tyskland
25064,Bargfeld-Stegen,Tyskland
25065,Bärenstein,Tyskland
25066,Bärenstein,Tyskland
25067,Barendorf,Tyskland
25068,Barenburg,Tyskland
25069,Bardowick,Tyskland
25070,Barchfeld,Tyskland
25071,Barbing,Tyskland
25072,Banzkow,Tyskland
25073,Banteln,Tyskland
25074,Bannewitz,Tyskland
25075,Bann,Tyskland
25076,Bammental,Tyskland
25077,Bamenohl,Tyskland
25078,Bamberg,Tyskland
25079,Balzhausen,Tyskland
25080,Balzfeld,Tyskland
25081,Balve,Tyskland
25082,Baltmannsweiler,Tyskland
25083,Ballenstedt,Tyskland
25084,Balje,Tyskland
25085,Balingen,Tyskland
25086,Balge,Tyskland
25087,Bakum,Tyskland
25088,Baisweil,Tyskland
25089,Baindt,Tyskland
25090,Baiersdorf,Tyskland
25091,Baiersbronn,Tyskland
25092,Baierbrunn,Tyskland
25093,Baienfurt,Tyskland
25094,Bahrenborstel,Tyskland
25095,Bahrdorf,Tyskland
25096,Bahlingen,Tyskland
25097,Baesweiler,Tyskland
25098,Bad Zwischenahn,Tyskland
25099,Bad Wurzach,Tyskland
25100,Bad Wörishofen,Tyskland
25101,Bad Windsheim,Tyskland
25102,Bad Wimpfen,Tyskland
25103,Bad Wilsnack,Tyskland
25104,Bad Wildungen,Tyskland
25105,Bad Wiessee,Tyskland
25106,Bad Waldsee,Tyskland
25107,Bad Vilbel,Tyskland
25108,Bad Überkingen,Tyskland
25109,Bad Tölz,Tyskland
25110,Bad Tennstedt,Tyskland
25111,Bad Sülze,Tyskland
