,Cities,Countries,Population
13444,Alpinópolis,Brasilien,13286.0
13445,Quiling,Filippinerna,3570.0
13446,Pasadena,USA,24287.0
13447,Balazé,Frankrike,2101.0
13448,Nyzhni Petrivtsi,Ukraina,2887.0
13449,Ḩawallī,Kuwait,164212.0
13450,Ixpila,Mexiko,1424.0
13451,Charleroi,Belgien,200132.0
13452,Shuakhevi,Georgien,380.0
13453,Terbregge,Nederländerna,3525.0
13454,Gold Canyon,USA,10159.0
13455,Xochitepec,Mexiko,1356.0
13456,Beaminster,United Kingdom,2957.0
13457,Pieve di Cento,Italien,6254.0
13458,Suodenniemi,Finland,1274.0
13459,San Martín de Trevejo,Spanien,965.0
13460,Chicama,Peru,14915.0
13461,Lonaconing,USA,1144.0
13462,Ninnekah,USA,1036.0
13463,Cheremule,Italien,455.0
13464,Bassano del Grappa,Italien,38224.0
13465,Dzhayrakh,Ryssland,1174.0
13466,Pepinster,Belgien,9530.0
13467,Paptalaya,Honduras,1227.0
13468,Verneuil-sur-Seine,Frankrike,16790.0
13469,Valadeces,Mexiko,2009.0
13470,Kanal,Slovenien,1269.0
13471,Merișani,Rumänien,1567.0
13472,Momostenango,Guatemala,31739.0
13473,Chariton,USA,4214.0
13474,Tanhuixco,Mexiko,1270.0
13475,Králíky,Czechia,4723.0
13476,Bucquoy,Frankrike,1297.0
13477,Spicheren,Frankrike,3393.0
13478,San Sostene,Italien,470.0
13479,Court-Saint-Étienne,Belgien,9353.0
13480,Fuentesecas,Spanien,82.0
13481,Lanobre,Frankrike,1443.0
13482,Cootamundra,Australien,4931.0
13483,Ravenna,Italien,80868.0
13484,Penzberg,Tyskland,16079.0
13485,Kiyasovo,Ryssland,3265.0
13486,Les Marches,Frankrike,2304.0
13487,"Eglise Catholique, Centrale GIKO",Rwanda,3000.0
13488,Eahun,Indonesien,0.0
13489,Cuauhtémoc (Campo Cinco),Mexiko,2629.0
13490,Jhīnjhak,Indien,23499.0
13491,Muurla,Finland,1486.0
13492,Wauchula,USA,4935.0
13493,Saint Louis,USA,7482.0
13494,Studzionka,Polen,2000.0
13495,Pekalongan,Indonesien,0.0
13496,Slobidka,Ukraina,2530.0
13497,Durazzano,Italien,1772.0
13498,Alpeñés,Spanien,26.0
13499,Chimboy Shahri,Uzbekistan,0.0
13500,Bughea de Jos,Rumänien,2988.0
13501,Alpujarra,Colombia,0.0
13502,Duxbury,USA,1802.0
13503,Mühlheim am Main,Tyskland,26485.0
13504,Droylsden,United Kingdom,23689.0
13505,Condega,Nicaragua,11000.0
13506,Cariré,Brasilien,5488.0
13507,Longboat Key,USA,7266.0
13508,Stuttgart Feuerbach,Tyskland,28046.0
13509,Onagawa Chō,Japan,0.0
13510,Golina,Polen,1909.0
13511,Lakeland,USA,1839.0
13512,Chum Phuang,Thailand,0.0
13513,Marco Simone,Italien,6839.0
13514,Ludeşti,Rumänien,5011.0
13515,Strembo,Italien,523.0
13516,Nooksack,USA,1480.0
13517,Przemyśl,Polen,67013.0
13518,Gose,Japan,32870.0
13519,Valdobbiadene,Italien,6307.0
13520,Mozac,Frankrike,3507.0
13521,Torres de Albarracín,Spanien,141.0
13522,Olbramovice,Czechia,1048.0
13523,Kukushtan,Ryssland,4870.0
13524,Piane,Italien,1503.0
13525,Whitehall,USA,13834.0
13526,Ciudad de Cuetzalan,Mexiko,5957.0
13527,Makobeng,Botswana,1822.0
13528,Calumpang,Filippinerna,4433.0
13529,Riverside,USA,2946.0
13530,Morogoro,Tanzania,250902.0
13531,Windischeschenbach,Tyskland,5659.0
13532,Warnemünde,Tyskland,8441.0
13533,Villa Soriano,Uruguay,1195.0
13534,Tiszaalpár,Ungern,5070.0
13535,Folsom,USA,1851.0
13536,Kempner,USA,1078.0
13537,Tatebayashi,Japan,81274.0
13538,Pimenteiras,Brasilien,3819.0
13539,Saint-Ambroise,Kanada,2015.0
13540,Jaén,Spanien,116557.0
13541,Worthington,USA,1643.0
13542,Tiparak,Filippinerna,2898.0
13543,Tungasuca,Peru,3791.0
13544,Mauhao,Filippinerna,2310.0
13545,Fourqueux,Frankrike,4433.0
13546,Bassano Bresciano,Italien,2138.0
13547,Peña Blanca,Panama,0.0
13548,Remscheid,Tyskland,117118.0
13549,Ocotequila,Mexiko,1104.0
13550,Ten’gushevo,Ryssland,4231.0
13551,Rockdale,USA,5609.0
13552,Agua Blanca Sur,Honduras,7592.0
13553,Shoushan,Kina,1470.0
13554,Ruvo del Monte,Italien,920.0
13555,Schuylkill Haven,USA,5228.0
13556,Rāhatgarh,Indien,27462.0
13557,Acachapan y Colmena 3ra. Sección,Mexiko,1352.0
13558,Bonriki Village,Kiribati,2119.0
13559,South Plympton,Australien,3805.0
13560,Kandangan,Indonesien,0.0
13561,Amatitlán,Guatemala,71836.0
13562,Sieroszewice,Polen,1014.0
13563,Budapest XVIII. kerület,Ungern,93225.0
13564,Tomiño,Spanien,13315.0
13565,Kecskéd,Ungern,1908.0
13566,Cabarroguis,Filippinerna,6974.0
13567,Bretstein,Austria,298.0
13568,Bromham,United Kingdom,4670.0
13569,Tahoua,Niger,80425.0
13570,Baldissero Canavese,Italien,200.0
13571,Punta de la Vega,Mexiko,1077.0
13572,Gottolengo,Italien,4456.0
13573,Courtbrack,Irland,0.0
13574,Awgu,Nigeria,23175.0
13575,Maanĭt,Mongoliet,0.0
13576,Viggiano,Italien,2397.0
13577,Illingen,Tyskland,18488.0
13578,Akita,Japan,320069.0
13579,Bistreț,Rumänien,2445.0
13580,Little Eaton,United Kingdom,2060.0
13581,Zürich (Kreis 12) / Hirzenbach,Schweiz,11335.0
13582,Soron,Indien,28683.0
13583,Ixcatla,Mexiko,1382.0
13584,Kitale,Kenya,75123.0
13585,Amery,USA,2834.0
13586,Dole,Frankrike,25878.0
13587,San Nicolás,Mexiko,797.0
13588,Sena de Luna,Spanien,436.0
13589,West Palm Beach,USA,106779.0
13590,La Font de la Figuera,Spanien,2139.0
13591,Batagay-Alyta,Ryssland,1666.0
13592,Sumiswald,Schweiz,5159.0
13593,Benin City,Nigeria,1125058.0
13594,Leninskoye,Ryssland,6827.0
13595,Grimisuat,Schweiz,2332.0
13596,Ripiceni,Rumänien,2259.0
13597,Niedernhall,Tyskland,4132.0
13598,Confienza,Italien,1621.0
13599,Lyubuchany,Ryssland,3537.0
13600,Dumbrăveni,Rumänien,4156.0
13601,Becerril,Filippinerna,2417.0
13602,Putnam Lake,USA,3844.0
13603,Kilbirnie,United Kingdom,7520.0
13604,Santa Paolina,Italien,608.0
13605,Rittman,USA,6580.0
13606,San Francisco El Alto,Guatemala,54493.0
13607,Blackstone,USA,9163.0
13608,Wangels,Tyskland,2428.0
13609,Dnipryany,Ukraina,4537.0
13610,Xilocuautla,Mexiko,1390.0
13611,Moustoir-Ac,Frankrike,1520.0
13612,Amayuca,Mexiko,5287.0
13613,Padew Narodowa,Polen,2300.0
13614,Kharabali,Ryssland,18223.0
13615,Marano sul Panaro,Italien,3301.0
13616,Zillah,USA,3138.0
13617,Donnycarney,Irland,7660.0
13618,Cascade,Seychelles,4088.0
13619,Farindola,Italien,498.0
13620,Peij,Nederländerna,2935.0
13621,Smârdan,Rumänien,3961.0
13622,Spilimbergo,Italien,9422.0
13623,Taylors,USA,21617.0
13624,Mansourah,Algeriet,22117.0
13625,Kzyltu,Kazakstan,6779.0
13626,Four Corners,USA,7945.0
13627,Fuencaliente,Spanien,1235.0
13628,Buynaksk,Ryssland,62689.0
13629,Vicuña Mackenna,Argentina,8994.0
13630,Magreglio,Italien,645.0
13631,Shumikha,Ryssland,18499.0
13632,Brancaleone-Marina,Italien,3053.0
13633,Golasecca,Italien,2404.0
13634,El Pedregal,Mexiko,1172.0
13635,Magdagachi,Ryssland,11739.0
13636,Sázava,Czechia,3797.0
13637,Banqiao,Taiwan,543342.0
13638,Scotby,United Kingdom,1575.0
13639,Smarano,Italien,502.0
13640,Crevedia,Rumänien,6674.0
13641,Singhofen,Tyskland,1895.0
13642,Hauge i Dalane,Norge,2148.0
13643,Yomou,Guinea,3614.0
13644,Central City,USA,5892.0
13645,Zhemchuzhina,Ukraina,971.0
13646,Starokamyshinsk,Ryssland,11158.0
13647,Cañada Vellida,Spanien,50.0
13648,Vex,Schweiz,1418.0
13649,Råholt,Norge,8593.0
13650,Ozerne,Ukraina,5646.0
13651,Masaya Sur,Filippinerna,5523.0
13652,Glinishchevo,Ryssland,4156.0
13653,Rio Vista,USA,8348.0
13654,Alcubierre,Spanien,432.0
13655,Islita,Mexiko,1825.0
13656,Mögglingen,Tyskland,4085.0
13657,Gundlupēt,Indien,27197.0
13658,Trossin,Tyskland,1519.0
13659,Padre Burgos,Filippinerna,0.0
13660,Bambamarca,Peru,13351.0
13661,Bad Reichenhall,Tyskland,16910.0
13662,Santa Cruz de Bárcenas,Mexiko,1546.0
13663,Dâmbău,Rumänien,1229.0
13664,Samarqand,Uzbekistan,319366.0
13665,Bene Vagienna,Italien,1977.0
13666,Bungendore,Australien,2806.0
13667,Pocsi,Peru,0.0
13668,Sotodosos,Spanien,67.0
13669,Tōbetsu,Japan,21818.0
13670,Dogliani,Italien,3433.0
13671,Monasterolo del Castello,Italien,938.0
13672,Aixe-sur-Vienne,Frankrike,5661.0
13673,East Douglas,USA,2557.0
13674,Charata,Argentina,27813.0
13675,Bodenmais,Tyskland,3362.0
13676,Chala,Tanzania,22624.0
13677,Ayacucho,Peru,140033.0
13678,Bad Muskau,Tyskland,4027.0
13679,Cellio,Italien,302.0
13680,Loriol-du-Comtat,Frankrike,2006.0
13681,New Glarus,USA,2172.0
13682,Benito Juárez,Mexiko,1515.0
13683,Harbke,Tyskland,1935.0
13684,Ōarai,Japan,19326.0
13685,Concepción,Costa Rica,14000.0
13686,Thalfang,Tyskland,1779.0
13687,Dursunbey,Turkiet,17532.0
13688,Grazzano Badoglio,Italien,458.0
13689,Villotta,Italien,1397.0
13690,Petite Rivière,Mauritius,5331.0
13691,Castlemartyr,Irland,1277.0
13692,Paihia,Nya Zeeland,1944.0
13693,Staroutkinsk,Ryssland,3188.0
13694,Bevagna,Italien,2705.0
13695,Sok Kwu Wan,Hong Kong,2100.0
13696,Shugurovo,Ryssland,2243.0
13697,Mountainhome,USA,1182.0
13698,Bokovskaya,Ryssland,5032.0
13699,Takhli,Thailand,0.0
13700,Baligubadle,Somalia,0.0
13701,Zalingei,Sudan,28687.0
13702,Cascade,Jamaica,1232.0
13703,Csobánka,Ungern,2881.0
13704,Arrentela,Portugal,30156.0
13705,Parma,USA,79937.0
13706,Malpas,United Kingdom,1321.0
13707,Velaux,Frankrike,7963.0
13708,Hola,Kenya,6932.0
13709,Toay,Argentina,0.0
13710,Okemos,USA,21369.0
13711,Parghelia,Italien,1081.0
13712,Molledo,Spanien,1858.0
13713,North Tunica,USA,1035.0
13714,Kaga Bandoro,Central African Republic,56520.0
13715,Cavallirio,Italien,1115.0
13716,Chiojdeni,Rumänien,2449.0
13717,Saint-Hilaire-de-la-Côte,Frankrike,1221.0
13718,Whittlesea,Australien,4826.0
13719,Červené Pečky,Czechia,1617.0
13720,Los Indios,USA,1114.0
13721,Gassol,Nigeria,14326.0
13722,Zuidwijk,Nederländerna,12490.0
13723,Neuville-les-Dames,Frankrike,1365.0
13724,Tārānagar,Indien,29392.0
13725,Frauenberg,Austria,69.0
13726,Yuzhnyy,Ryssland,3320.0
13727,Freamunde,Portugal,7983.0
13728,Colombella,Italien,3199.0
13729,Greensboro,USA,285342.0
13730,Jichang,Kina,0.0
13731,Ternate,Filippinerna,20049.0
13732,Friedeburg,Tyskland,10607.0
13733,São Tomé,Brasilien,6137.0
13734,Bastorf,Tyskland,1128.0
13735,Denizgiren,Turkiet,0.0
13736,Castejón de Monegros,Spanien,675.0
13737,Rümligen,Schweiz,0.0
13738,Pereslavl’-Zalesskiy,Ryssland,40283.0
13739,Contamana,Peru,13885.0
13740,Falze,Italien,0.0
13741,Springville,USA,4339.0
13742,Abdenago C. García,Mexiko,2113.0
13743,Pradópolis,Brasilien,13192.0
13744,Velventós,Grekland,3378.0
13745,Recodo,Filippinerna,2160.0
13746,Dzitás,Mexiko,2879.0
13747,Maricá,Brasilien,79551.0
13748,Anávra,Grekland,1145.0
13749,Guadalix de la Sierra,Spanien,4970.0
13750,San Juan Quiahue,Mexiko,2120.0
13751,Scheggino,Italien,273.0
13752,Sauzé-Vaussais,Frankrike,1640.0
13753,Calaba,Filippinerna,4229.0
13754,Leirvik,Norge,11028.0
13755,Arboledas,Mexiko,2171.0
13756,La Haye-du-Puits,Frankrike,1810.0
13757,Kožlany,Czechia,1374.0
13758,Dinek,Turkiet,0.0
13759,Port Willunga,Australien,1629.0
13760,Andahuaylas,Peru,17444.0
13761,Matiguás,Nicaragua,10523.0
13762,Sartimbamba,Peru,0.0
13763,Kozłów,Polen,1021.0
13764,Montevideo,Uruguay,1270737.0
13765,Yvetot,Frankrike,11232.0
13766,Marau,Brasilien,26860.0
13767,Villar del Cobo,Spanien,224.0
13768,Sigmaringendorf,Tyskland,3827.0
13769,Acedera,Spanien,844.0
13770,Ancarano,Italien,946.0
13771,Port Nelson,Bahamas,91.0
13772,Cornereva,Rumänien,3291.0
13773,Lewiston,USA,1193.0
13774,Emil Racoviță,Rumänien,1094.0
13775,Couilly-Pont-aux-Dames,Frankrike,2033.0
13776,Udënisht,Albanien,0.0
13777,Dehesa,Mexiko,3534.0
13778,Mönichwald,Austria,0.0
13779,Bellevue,USA,15317.0
13780,Knottsville,USA,6270.0
13781,Montaña Monarca (Punta Altozano),Mexiko,1128.0
13782,Bamna,Indien,9034.0
13783,Sperlonga,Italien,3008.0
13784,Eloxochitlán de Flores Magón,Mexiko,811.0
13785,San Pedro Tlacotepec,Mexiko,3523.0
13786,Whitefish,USA,7073.0
13787,Bray-sur-Seine,Frankrike,2135.0
13788,Fords Prairie,USA,1959.0
13789,Eskuernaga / Villabuena de Álava,Spanien,311.0
13790,Bennsville,USA,11923.0
13791,Prosek,Czechia,15581.0
13792,Crateús,Brasilien,52933.0
13793,San Martín Obispo (San Martín San Pedro),Mexiko,1483.0
13794,West Lafayette,USA,2286.0
13795,Keana,Nigeria,0.0
13796,Papozze,Italien,1687.0
13797,Gezawa,Nigeria,0.0
13798,Redován,Spanien,6507.0
13799,Santa Catarina Cuixtla,Mexiko,1474.0
13800,Benito González,Mexiko,1526.0
13801,Santa Isabel,Puerto Rico,7260.0
13802,Oaklyn,USA,3992.0
13803,Albenga,Italien,17103.0
13804,Piesteritz,Tyskland,4000.0
13805,Jægerspris,Danmark,3805.0
13806,Silly-le-Long,Frankrike,1155.0
13807,Juai,Indonesien,0.0
13808,Mosty,Polen,1420.0
13809,Bessude,Italien,428.0
13810,Jeziora Wielkie,Polen,560.0
13811,Kini,Mexiko,1581.0
13812,Brăduţ,Rumänien,4616.0
13813,Weatherby Lake,USA,1848.0
13814,Saint-Romain-de-Jalionas,Frankrike,2964.0
13815,Serramezzana,Italien,204.0
13816,Jalcomulco,Mexiko,2955.0
13817,Cogoleto,Italien,5955.0
13818,Tlalnelhuayocan,Mexiko,957.0
13819,Gamawa,Nigeria,13549.0
13820,Tazarine,Morocko,0.0
13821,Jävenitz,Tyskland,1194.0
13822,Savignone,Italien,1234.0
13823,North Chicago,USA,29491.0
13824,Tepetates,Mexiko,1683.0
13825,Le Croisic,Frankrike,4593.0
13826,Mountain View,USA,2673.0
13827,Olanchito,Honduras,25969.0
13828,Tribano,Italien,3246.0
13829,Sadova,Rumänien,2474.0
13830,Kamnik,Slovenien,13644.0
13831,Paderborn,Tyskland,142161.0
13832,Maida Vale,Australien,4298.0
13833,Novoorlovsk,Ryssland,2980.0
13834,Byng,USA,1191.0
13835,Quinns Rocks,Australien,7991.0
13836,Duohu,Kina,0.0
13837,Jian’ou,Kina,59187.0
13838,Oberding,Tyskland,5101.0
13839,Pöttsching,Austria,2950.0
13840,Nideggen,Tyskland,10727.0
13841,Settala,Italien,2384.0
13842,Almería,Spanien,188810.0
13843,Murcia,Filippinerna,5138.0
13844,Santa María Magdalena,Mexiko,2096.0
13845,San Nicolò a Tordino,Italien,5092.0
13846,Miles City,USA,8796.0
13847,Guillena,Spanien,11109.0
13848,San Francisco Oxtotilpan,Mexiko,1435.0
13849,Manteca,USA,75448.0
13850,Moldoveni,Rumänien,1516.0
13851,Pine Lake Park,USA,8707.0
13852,Paducah,USA,1122.0
13853,Dhráfi,Grekland,3055.0
13854,Sikasso,Mali,144786.0
13855,Mbumi,Tanzania,4305.0
13856,Santa Rosa del Sur,Colombia,8904.0
13857,Cosio Valtellino,Italien,5135.0
13858,Mozhga,Ryssland,47270.0
13859,Mangerton,Australien,2801.0
13860,Huntsville,USA,40938.0
13861,Mathay,Frankrike,2088.0
13862,Pollutri,Italien,823.0
13863,Bagnoles-de-l'Orne,Frankrike,2454.0
13864,Al Aḩmadī,Kuwait,637411.0
13865,Pāppinisshēri,Indien,34025.0
13866,Imbatug,Filippinerna,2480.0
13867,La Libertad,Guatemala,8646.0
13868,Lipova,Rumänien,2916.0
13869,San Agustín de las Palmas,Mexiko,3630.0
13870,Naidong,Kina,0.0
13871,Macedo de Cavaleiros,Portugal,6566.0
13872,Olenino,Ryssland,5079.0
13873,Daji,Comoros,2676.0
13874,Salara,Italien,876.0
13875,São Pedro da Cadeira,Portugal,4452.0
13876,Lungani,Rumänien,5065.0
13877,Osinki,Ryssland,3103.0
13878,Leisure Village East,USA,4217.0
13879,Dneprovka,Ukraina,2068.0
13880,Hafizabad,Pakistan,153656.0
13881,Irvington,USA,4548.0
13882,Maaseik,Belgien,23684.0
13883,Adaúfe,Portugal,3850.0
13884,Veduggio Con Colzano,Italien,4314.0
13885,Nieuw- en Sint Joosland,Nederländerna,1140.0
13886,Auberry,USA,2369.0
13887,Slantsy,Ryssland,36209.0
13888,North Hudson,USA,3822.0
13889,Marigüitar,Venezuela,0.0
13890,Brentwood,USA,3191.0
13891,Auf der Horst,Tyskland,7050.0
13892,Ostrach,Tyskland,6841.0
13893,Koelwār,Indien,25494.0
13894,Nadiād,Indien,202067.0
13895,Chernovo,Ukraina,843.0
13896,Candoso,Portugal,3893.0
13897,Labasan,Filippinerna,4217.0
13898,Kayunga,Uganda,21704.0
13899,Baltimore Highlands,USA,7019.0
13900,Payallar,Turkiet,5425.0
13901,Hilchenbach,Tyskland,16467.0
13902,Recreo,Argentina,12798.0
13903,Hotolisht,Albanien,0.0
13904,Veazie,USA,1813.0
13905,Pangulayan,Filippinerna,2737.0
13906,Lajes das Flores,Portugal,3907.0
13907,Chóra,Grekland,1218.0
13908,Hardenberg,Nederländerna,57909.0
13909,Huamachi,Kina,0.0
13910,Maringouin,USA,1061.0
13911,Langenfeld,Tyskland,59378.0
13912,Selu,Indien,42879.0
13913,Lladó,Spanien,580.0
13914,Hampton Bays,USA,13603.0
13915,Stagno Lombardo,Italien,997.0
13916,Montesquieu-Volvestre,Frankrike,2635.0
13917,Gúdar,Spanien,80.0
13918,Dambel,Italien,412.0
13919,Clara City,USA,1320.0
13920,Silverton,USA,637.0
13921,Panggul,Indonesien,0.0
13922,Amherst Center,USA,19065.0
13923,Roshchino,Ryssland,9346.0
13924,Cárdenas,Spanien,186.0
13925,Tirlyanskiy,Ryssland,5758.0
13926,Le Drennec,Frankrike,1614.0
13927,Miraflores de la Sierra,Spanien,5105.0
13928,Senorbì,Italien,4113.0
13929,Sarana,Ryssland,2640.0
13930,Ovindoli,Italien,911.0
13931,Santiago Cuautenco,Mexiko,1520.0
13932,Muḩambal,Syria,0.0
13933,Pouldreuzic,Frankrike,1902.0
13934,Aylmer,Kanada,7527.0
13935,Müllheim,Tyskland,18097.0
13936,Detroit-Shoreway,USA,17382.0
13937,Villalba de los Llanos,Spanien,182.0
13938,Middleport,USA,1822.0
13939,Udel’naya,Ryssland,13357.0
13940,El Tío,Argentina,1510.0
13941,San Agustín Etla,Mexiko,3708.0
13942,Villanueva de Algaidas,Spanien,4421.0
13943,New Carrollton,USA,12786.0
13944,Talnakh,Ryssland,59051.0
13945,Besigheim,Tyskland,11883.0
13946,Bada,Kina,0.0
13947,Al ‘Amārah,Irak,323302.0
13948,Opočno,Czechia,3177.0
13949,Benemérito Juárez,Mexiko,3140.0
13950,Agios Ioannis Rentis,Grekland,16050.0
13951,Rinconada la Loma [Fraccionamiento],Mexiko,2476.0
13952,Feurs,Frankrike,7901.0
13953,Le Fenouiller,Frankrike,3430.0
13954,Bremhill,United Kingdom,0.0
13955,Pogradec,Albanien,61530.0
13956,Bergamasco,Italien,603.0
13957,Povoletto,Italien,1969.0
13958,Dajiedi,Mexiko,2039.0
13959,Oleggio Castello,Italien,1833.0
13960,Romilly-sur-Seine,Frankrike,14566.0
13961,Habartov,Czechia,5337.0
13962,‘Illār,Palestinian Territory,6681.0
13963,Opuwo,,5101.0
13964,Eminence,USA,587.0
13965,Luis Rodríguez (El Vergel),Mexiko,2281.0
13966,Altayskoye,Ryssland,13852.0
13967,Fougères,Frankrike,23719.0
13968,Adolfo López Mateos,Mexiko,8770.0
13969,Brockhampton,United Kingdom,0.0
13970,Redgranite,USA,2113.0
13971,Perovo,Ukraina,3890.0
13972,Providence,USA,4786.0
13973,Neukirch,Tyskland,2612.0
13974,Las Cabras,Panama,0.0
13975,Ritíni,Grekland,1711.0
13976,Piña,Filippinerna,2054.0
13977,Nigel,South Africa,140644.0
13978,Mingren,Kina,0.0
13979,Varakļāni,Lettland,2106.0
13980,Giporlos,Filippinerna,5258.0
13981,Dvin,Armenia,2795.0
13982,Muncy,USA,2433.0
13983,Tlacolula de Matamoros,Mexiko,13821.0
13984,Villanueva de Teba,Spanien,56.0
13985,Jarosław,Polen,40134.0
13986,Weiyuan,Kina,0.0
13987,Vol’sk,Ryssland,70500.0
13988,Montville Center,USA,20180.0
13989,El Salto,Mexiko,1453.0
13990,Balakhninskiy,Ryssland,1675.0
13991,Agua Azul Rancho,Honduras,1043.0
13992,Enumclaw,USA,11609.0
13993,Chepo,Panama,12912.0
13994,Barrado,Spanien,515.0
13995,Kakata,Liberia,33945.0
13996,Musabeyli,Turkiet,0.0
13997,Payson,USA,19548.0
13998,Phu Sang,Thailand,0.0
13999,Przelewice,Polen,770.0
14000,Toa Alta,Puerto Rico,4483.0
14001,Kenmore Hills,Australien,2577.0
14002,Keilor,Australien,5759.0
14003,Dianra,Elfenbenskusten,0.0
14004,Dăneţi,Rumänien,7110.0
14005,Conesa,Spanien,0.0
14006,Hato Mayor del Rey,Dominican Republic,35999.0
14007,Savigny,Schweiz,3440.0
14008,Tocco da Casauria,Italien,2338.0
14009,Petricani,Rumänien,5580.0
14010,Berkeley Heights,USA,14179.0
14011,Audun-le-Tiche,Frankrike,5935.0
14012,Maesteg,United Kingdom,21001.0
14013,Byala Slatina,Bulgarien,13307.0
14014,Purwokerto,Indonesien,217222.0
14015,Headlands,Zimbabwe,1728.0
14016,Gretna,USA,5046.0
14017,Alue Bilie,Indonesien,0.0
14018,Nakhabino,Ryssland,31715.0
14019,Dyce,United Kingdom,5730.0
14020,Xinhui,Kina,0.0
14021,Laguna de Tabernillas (El Resbaloso),Mexiko,1568.0
14022,Portaje,Spanien,382.0
14023,Oliva de Mérida,Spanien,1888.0
14024,Untergruppenbach,Tyskland,7567.0
14025,Sungailiat,Indonesien,74719.0
14026,Aviano,Italien,8225.0
14027,Le Marin,Martinique,7943.0
14028,Káto Asítai,Grekland,1264.0
14029,Valea Mare Pravăț,Rumänien,1905.0
14030,Brovello-Carpugnino,Italien,546.0
14031,Ripacandida,Italien,1508.0
14032,Craig Beach,USA,1143.0
14033,Villa Sandino,Nicaragua,7799.0
14034,Msowero,Tanzania,17861.0
14035,Revesby,Australien,1323.0
14036,As Sūsah,Syria,0.0
14037,Doba,Rumänien,2727.0
14038,Bátaszék,Ungern,6820.0
14039,Borova,Ukraina,7315.0
14040,Ruffiac,Frankrike,1452.0
14041,Gratentour,Frankrike,3406.0
14042,Eschach,Tyskland,1874.0
14043,Cristeşti,Rumänien,4273.0
14044,Kirovskoye,Ukraina,2096.0
14045,El Charco,Colombia,28673.0
14046,Hollenbach,Tyskland,2372.0
14047,Mineral de la Luz,Mexiko,1040.0
14048,Hilliard,USA,3154.0
14049,Celaru,Rumänien,5326.0
14050,Ochten,Nederländerna,4185.0
14051,Medenychi,Ukraina,3219.0
14052,Grindon,United Kingdom,0.0
14053,Roccasparvera,Italien,410.0
14054,Micești,Rumänien,1420.0
14055,Vert-Saint-Denis,Frankrike,8275.0
14056,San Cristóbal de la Cuesta,Spanien,567.0
14057,Santa María Chilapa de Díaz,Mexiko,1687.0
14058,San Martín Ojo de Agua,Mexiko,1011.0
14059,Issiglio,Italien,337.0
14060,Lagny-le-Sec,Frankrike,1882.0
14061,Nova Levante,Italien,1480.0
14062,Pfarrwerfen,Austria,0.0
14063,Bialong,Filippinerna,8639.0
14064,Leiston,United Kingdom,6495.0
14065,Waynesville,USA,2999.0
14066,Bonstetten,Schweiz,2260.0
14067,The Acreage,USA,38704.0
14068,Rohru,Indien,8160.0
14069,Cardston,Kanada,3654.0
14070,Schenectady,USA,65305.0
14071,Ses Salines,Spanien,4290.0
14072,Villaseca de Henares,Spanien,56.0
14073,Goshāinganj,Indien,13176.0
14074,Barhi,Indien,12136.0
14075,Belo sur Tsiribihina,Madagaskar,23900.0
14076,Banderas del Águila,Mexiko,1274.0
14077,La Marque,USA,15908.0
14078,Bamencheng,Kina,3167.0
14079,Carlow,Tyskland,1268.0
14080,Merano,Italien,33453.0
14081,Rions,Frankrike,1571.0
14082,Taligaman,Filippinerna,7430.0
14083,Versailles,USA,2100.0
14084,Makary,Kamerun,7331.0
14085,Center,USA,93.0
14086,Guadalupe Victoria,Mexiko,1028.0
14087,Dunaalmás,Ungern,1479.0
14088,Bad Lauchstädt,Tyskland,5018.0
14089,Cobos de Cerrato,Spanien,213.0
14090,Ust’-Ulagan,Ryssland,2623.0
14091,Balintore,United Kingdom,1090.0
14092,Castiglione d'Intelvi,Italien,857.0
14093,Monte Salas,Mexiko,1850.0
14094,Ostseebad Prerow,Tyskland,1728.0
14095,Siliştea,Rumänien,4391.0
14096,Figueruela de Arriba,Spanien,477.0
14097,Tauramena,Colombia,4805.0
14098,Pudasjärvi,Finland,9459.0
14099,Crevin,Frankrike,1872.0
14100,Balbriggan,Irland,23364.0
14101,Stara Gradiška,Kroatien,0.0
14102,Cuenca,Spanien,55866.0
14103,Kosmonosy,Czechia,3822.0
14104,Thānesar,Indien,138279.0
14105,Blitterswijck,Nederländerna,1105.0
14106,Chatswood West,Australien,1426.0
14107,Chalchocoyo,Mexiko,3614.0
14108,Zijin,Kina,0.0
14109,K’ulashi,Georgien,2691.0
14110,Moniya,Nigeria,0.0
14111,Świątniki Górne,Polen,2125.0
14112,Talaga,Filippinerna,3231.0
14113,Warrenpoint,United Kingdom,7670.0
14114,Stafford Springs,USA,4988.0
14115,Medford,USA,24142.0
14116,San José Tepuzas,Mexiko,1045.0
14117,El Paraíso,Mexiko,3656.0
14118,Neuilly-sur-Marne,Frankrike,34465.0
14119,Westmeadows,Australien,5524.0
14120,Zdenci,Kroatien,1063.0
14121,Sauri,Nigeria,13445.0
14122,Shimo-tsuma,Japan,0.0
14123,Grape Creek,USA,3154.0
14124,Nicolas Bravo,Mexiko,1862.0
14125,Épagny,Frankrike,3581.0
14126,Fokino,Ryssland,25827.0
14127,Kurthasanlı,Turkiet,0.0
14128,Becicherecu Mic,Rumänien,4765.0
14129,Morehead,USA,7045.0
14130,Ţāmiyah,Egypten,46866.0
14131,Weilburg,Tyskland,13798.0
